"","X","Team","Athlete","Score","Sex","Group","Form"
"1197",1197,"USA","Liana SEMET",8.31,"W","Group C","Jian (Straight Sword)"
"1198",1198,"SRI","Risindee Minanga WARUSHAWITHARANA",8.15,"W","Group C","Jian (Straight Sword)"
"1199",1199,"ROU","Anamaria AVRAM",8.14,"W","Group C","Jian (Straight Sword)"
"1200",1200,"USA","Mataya WOODARD",0,"W","Group C","Jian (Straight Sword)"
"1201",1201,"USA","Annie SHEN",8.61,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1202",1202,"USA","Karolyn DAI",8.54,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1203",1203,"USA","Alicia SANOYCA",8.48,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1204",1204,"USA","Crystal CHANG",8.48,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1205",1205,"USA","Ellianna MCMOORE",8.44,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1206",1206,"USA","Antonina SCHEGOLEV",8.42,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1207",1207,"USA","Gabrielle LAW",8.42,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1208",1208,"USA","Nina FRIAS",8.4,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1209",1209,"SRI","Vinuthi Abinadee KARIYAWASAM MAJUWANA GAMAGE",8.31,"W","Group C","Jiu Jie Bian (Nine Section Whip Chain)"
"1210",1210,"USA","Leianna Lingkiu YUEN",8.51,"W","Group C","Other Southern Styles Nanquan"
"1211",1211,"USA","Elena Ann CHOW",8.37,"W","Group C","Other Southern Styles Nanquan"
"1212",1212,"USA","Chloe SHIUE",8.36,"W","Group C","Other Southern Styles Nanquan"
"1213",1213,"USA","Kathryn HU",8.35,"W","Group C","Other Southern Styles Nanquan"
"1214",1214,"GRE","Anastasia KAMAKARI",8.34,"W","Group C","Other Southern Styles Nanquan"
"1215",1215,"IND","ANANDAN MAHALAKSHMI JANANI",8.28,"W","Group C","Other Southern Styles Nanquan"
"1216",1216,"SRI","Akarshana Sadeeshani Abeyrathne HEWAGE",8.25,"W","Group C","Other Southern Styles Nanquan"
"1217",1217,"SRI","Kenoli Sandesna AMBALANGODAGE",8.24,"W","Group C","Other Southern Styles Nanquan"
"1218",1218,"AUS","Chiara HERMANS",8.18,"W","Group C","Other Southern Styles Nanquan"
"1219",1219,"USA","Lilliana GIDDENS",NA,"W","Group C","Other Southern Styles Nanquan"
"1220",1220,"USA","Ava Zichun YU",9.05,"W","Group C","Other Taijiquan"
"1221",1221,"USA","Grace QIN",9.01,"W","Group C","Other Taijiquan"
"1222",1222,"EGY","Nour ABDELATTY",8.98,"W","Group C","Other Taijiquan"
"1223",1223,"CUB","Ingrid OLIVA DIEGUEZ",8.93,"W","Group C","Other Taijiquan"
"1224",1224,"KAZ","Anna ORLYAK",8.87,"W","Group C","Other Taijiquan"
"1225",1225,"USA","Pengrui CHEN",8.86,"W","Group C","Other Taijiquan"
"1226",1226,"IND","Sruthi SENGODAN SENTHIL",8.84,"W","Group C","Other Taijiquan"
"1227",1227,"IND","Roitoli BORO",8.73,"W","Group C","Other Taijiquan"
"1228",1228,"USA","Carissa CHEN",8.71,"W","Group C","Other Taijiquan"
"1229",1229,"USA","Rongyi LIN",8.7,"W","Group C","Other Taijiquan"
"1230",1230,"USA","Sophia LI",8.68,"W","Group C","Other Taijiquan"
"1231",1231,"USA"," Kylie Aiguo JONES",8.76,"W","Group C","Other Traditional Flexible/Soft Weapon F"
"1232",1232,"USA","Sahana DESAI",8.55,"W","Group C","Other Traditional Flexible/Soft Weapon F"
"1233",1233,"USA","Carolyn JEUNG",8.51,"W","Group C","Other Traditional Flexible/Soft Weapon F"
"1234",1234,"USA","Sabrina BUK",8.5,"W","Group C","Other Traditional Flexible/Soft Weapon F"
"1235",1235,"MAS","Shelina Yee Wei CHIN",8.41,"W","Group C","Other Traditional Flexible/Soft Weapon F"
"1236",1236,"SRI","Tharushi Hikmini Ishanthi PATHIRANA HERATH",8.4,"W","Group C","Other Traditional Flexible/Soft Weapon F"
"1237",1237,"PER","Liliam Tais SANCHEZ LI",8.67,"W","Group C","Other Traditional Weapon"
"1238",1238,"USA","Leianna Lingkiu YUEN",8.66,"W","Group C","Other Traditional Weapon"
"1239",1239,"USA","Christina OU",8.62,"W","Group C","Other Traditional Weapon"
"1240",1240,"EGY","Aya Mahmoud Ahmed Ibrahim Afifi ELHALIKY",8.62,"W","Group C","Other Traditional Weapon"
"1241",1241,"USA","Lisa OSHIBA",8.59,"W","Group C","Other Traditional Weapon"
"1242",1242,"USA","Kathryn HU",8.56,"W","Group C","Other Traditional Weapon"
"1243",1243,"USA","Mia SHIUE",8.55,"W","Group C","Other Traditional Weapon"
"1244",1244,"USA","Chloe SHIUE",8.55,"W","Group C","Other Traditional Weapon"
"1245",1245,"CUB","Ingrid OLIVA DIEGUEZ",8.54,"W","Group C","Other Traditional Weapon"
"1246",1246,"USA","Caela HUNG",8.54,"W","Group C","Other Traditional Weapon"
"1247",1247,"USA","Vanessa TANG",8.51,"W","Group C","Other Traditional Weapon"
"1248",1248,"EGY","Malak Mohamed Omar MONTASER",8.5,"W","Group C","Other Traditional Weapon"
"1249",1249,"USA","Ava LEVY",8.5,"W","Group C","Other Traditional Weapon"
"1250",1250,"USA","Sammi CHEN",8.49,"W","Group C","Other Traditional Weapon"
"1251",1251,"SRI","Akarshana Sadeeshani Abeyrathne HEWAGE",8.44,"W","Group C","Other Traditional Weapon"
"1252",1252,"USA","Danya BALAGOPAL",8.42,"W","Group C","Other Traditional Weapon"
"1253",1253,"USA","Charlotte CHAU",8.4,"W","Group C","Other Traditional Weapon"
"1254",1254,"AUS","Chiara HERMANS",8.38,"W","Group C","Other Traditional Weapon"
"1255",1255,"SRI","Kenoli Sandesna AMBALANGODAGE",8.38,"W","Group C","Other Traditional Weapon"
"1256",1256,"USA","Katie LU",8.38,"W","Group C","Other Traditional Weapon"
"1257",1257,"IND","ANANDAN MAHALAKSHMI JANANI",8.35,"W","Group C","Other Traditional Weapon"
"1258",1258,"EGY","Hana Hany Mahmoud ELHUSSEINY",NA,"W","Group C","Other Traditional Weapon"
"1259",1259,"USA","Kylie Aiguo JONES",8.56,"W","Group C","Other Types of Traditional Styles"
"1260",1260,"USA","Tori Giovanna MATULA",8.52,"W","Group C","Other Types of Traditional Styles"
"1261",1261,"EGY","Jana Emad Mohamed Mostafa ELIWA",8.51,"W","Group C","Other Types of Traditional Styles"
"1262",1262,"USA","Gwyneth LEUNG",8.5,"W","Group C","Other Types of Traditional Styles"
"1263",1263,"USA","Alicia SANOYCA",8.49,"W","Group C","Other Types of Traditional Styles"
"1264",1264,"USA","Crystal CHANG",8.48,"W","Group C","Other Types of Traditional Styles"
"1265",1265,"MAS","Wei Han TAN",8.47,"W","Group C","Other Types of Traditional Styles"
"1266",1266,"EGY","Malak Mahmoud Ibrahim AWAD",8.45,"W","Group C","Other Types of Traditional Styles"
"1267",1267,"GRE","Stella CORSETTI",8.45,"W","Group C","Other Types of Traditional Styles"
"1268",1268,"USA","Kelley CHAU",8.43,"W","Group C","Other Types of Traditional Styles"
"1269",1269,"INA","Ersyalina EVANTY",8.43,"W","Group C","Other Types of Traditional Styles"
"1270",1270,"USA","Danya BALAGOPAL",8.4,"W","Group C","Other Types of Traditional Styles"
"1271",1271,"USA","Antonina SCHEGOLEV",8.4,"W","Group C","Other Types of Traditional Styles"
"1272",1272,"USA","Alexis TAING",8.39,"W","Group C","Other Types of Traditional Styles"
"1273",1273,"USA","Sherry LI",8.38,"W","Group C","Other Types of Traditional Styles"
"1274",1274,"USA","Sahana DESAI",8.37,"W","Group C","Other Types of Traditional Styles"
"1275",1275,"USA","Joy WANG",8.34,"W","Group C","Other Types of Traditional Styles"
"1276",1276,"USA","Lillian TANG",8.31,"W","Group C","Other Types of Traditional Styles"
"1277",1277,"USA","Mataya WOODARD",8.3,"W","Group C","Other Types of Traditional Styles"
"1278",1278,"TJK","Nozaninkhon KHURSHEDZODA",8.27,"W","Group C","Other Types of Traditional Styles"
"1279",1279,"AUS","Annabelle Bo- Ching HO",8.26,"W","Group C","Other Types of Traditional Styles"
"1280",1280,"SRI","Tharushi Hikmini Ishanthi PATHIRANA HERATH",8.24,"W","Group C","Other Types of Traditional Styles"
"1281",1281,"EGY","Hana Hany Mahmoud ELHUSSEINY",8.22,"W","Group C","Other Types of Traditional Styles"
"1282",1282,"IND","Saloni Anil JADHAV",8.21,"W","Group C","Other Types of Traditional Styles"
"1283",1283,"TJK","Rukhshona ASHUROVA",8.1,"W","Group C","Other Types of Traditional Styles"
"1284",1284,"TJK","Ganjinakhon VALAMATOVA",NA,"W","Group C","Other Types of Traditional Styles"
"1285",1285,"HUN","Panna KOSA",8.6,"W","Group C","Shaolin Quan"
"1286",1286,"USA","Helen LIANG",8.46,"W","Group C","Shaolin Quan"
"1287",1287,"USA","Nina FRIAS",8.44,"W","Group C","Shaolin Quan"
"1288",1288,"USA","Ava LEVY",8.43,"W","Group C","Shaolin Quan"
"1289",1289,"KAZ","Malika RAKHIMOVA",8.39,"W","Group C","Shaolin Quan"
"1290",1290,"USA","Krystal LAN",8.38,"W","Group C","Shaolin Quan"
"1291",1291,"USA","Karolyn DAI",8.37,"W","Group C","Shaolin Quan"
"1292",1292,"KAZ","Diana KUMAROVA",8.35,"W","Group C","Shaolin Quan"
"1293",1293,"TJK","Khadichabegim JALOLOVA",8.23,"W","Group C","Shaolin Quan"
"1294",1294,"USA","Katie LU",8.23,"W","Group C","Shaolin Quan"
"1295",1295,"ROU","Anamaria AVRAM",8.21,"W","Group C","Shaolin Quan"
"1296",1296,"UKR","Alina KRYSKO",8.67,"W","Group C","Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F"
"1297",1297,"USA","Faith ZHANG",8.61,"W","Group C","Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F"
"1298",1298,"USA","Emily JIAN",8.56,"W","Group C","Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F"
"1299",1299,"USA"," Tori Giovanna MATULA",8.56,"W","Group C","Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F"
"1300",1300,"USA","Angela HE",8.55,"W","Group C","Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F"
"1301",1301,"MAS","Anabelle En Qi THEN",8.41,"W","Group C","Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F"
"1302",1302,"AUS","Annabelle Bo- Ching HO",8.35,"W","Group C","Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F"
"1303",1303,"USA","Grace QIN",8.55,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1304",1304,"USA","Tiffany Xinyue LEE",8.54,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1305",1305,"USA","Amelia SI",8.52,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1306",1306,"EGY","Nour ABDELATTY",8.51,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1307",1307,"ITA","Eleonora MOCCI",8.48,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1308",1308,"IND","Sruthi SENGODAN SENTHIL",8.42,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1309",1309,"NZL","Sophia Lucy Carmen BLESKIE",8.41,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1310",1310,"CAN","Julianna Yiqin HUANG",8.4,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1311",1311,"ITA","Raffaella DILIBERTO",8.4,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1312",1312,"USA","Carissa CHEN",8.39,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1313",1313,"USA","Pengrui CHEN",8.39,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1314",1314,"IND","Roitoli BORO",8.34,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1315",1315,"USA","Rongyi LIN",8.33,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1316",1316,"KGZ","Renata - Mariia GRADWAL",NA,"W","Group C","Taiji Jian (Including 42 Posture Taiji Jian)"
"1317",1317,"USA","Ava Zichun YU",8.64,"W","Group C","Traditional Double Weapon"
"1318",1318,"USA","Annie WANG",8.63,"W","Group C","Traditional Double Weapon"
"1319",1319,"USA","Lanhong HUANG",8.62,"W","Group C","Traditional Double Weapon"
"1320",1320,"MAS","Angel Xue Rou LIM",8.61,"W","Group C","Traditional Double Weapon"
"1321",1321,"USA","Mariella Tsan-ling BRAYTON",8.59,"W","Group C","Traditional Double Weapon"
"1322",1322,"USA","Sherry LI",8.56,"W","Group C","Traditional Double Weapon"
"1323",1323,"USA","Aileen CHEN",8.55,"W","Group C","Traditional Double Weapon"
"1324",1324,"USA","Kelley CHAU",8.52,"W","Group C","Traditional Double Weapon"
"1325",1325,"USA","Helen LIANG",8.5,"W","Group C","Traditional Double Weapon"
"1326",1326,"USA","Selina AU",8.5,"W","Group C","Traditional Double Weapon"
"1327",1327,"MAS","Wei Han TAN",8.5,"W","Group C","Traditional Double Weapon"
"1328",1328,"USA","Brillian FU",8.46,"W","Group C","Traditional Double Weapon"
"1329",1329,"MAS","Annabel Pui San FERNANDEZ",8.44,"W","Group C","Traditional Double Weapon"
"1330",1330,"INA","Ersyalina EVANTY",8.43,"W","Group C","Traditional Double Weapon"
"1331",1331,"USA","Tiana ZHEN",8.43,"W","Group C","Traditional Double Weapon"
"1332",1332,"CAN","Julianna Yiqin HUANG",8.93,"W","Group C","Yang Style Taijiquan"
"1333",1333,"USA","Tiffany Xinyue LEE",8.91,"W","Group C","Yang Style Taijiquan"
"1334",1334,"ITA","Eleonora MOCCI",8.9,"W","Group C","Yang Style Taijiquan"
"1335",1335,"ITA","Raffaella DILIBERTO",8.85,"W","Group C","Yang Style Taijiquan"
"1336",1336,"KGZ","Aliia SAMUDINOVA",NA,"W","Group C","Yang Style Taijiquan"
"1337",1337,"KGZ","Renata - Mariia GRADWAL",NA,"W","Group C","Yang Style Taijiquan"
"1338",1338,"RUS","Anna SHATAEVA",9.1,"W","Group D","Bagua Zhang"
"1339",1339,"ESP","Sara BRAVO ARENAS",9.03,"W","Group D","Bagua Zhang"
"1340",1340,"MAC","Xuezhen LIANG",8.9,"W","Group D","Bagua Zhang"
"1341",1341,"USA","Luna FRANCO",8.8,"W","Group D","Bagua Zhang"
"1342",1342,"KGZ","Eles KOKUMBEK KYZY",NA,"W","Group D","Bagua Zhang"
"1343",1343,"TUR","Zeynep Makbule AKYUZ",NA,"W","Group D","Bagua Zhang"
"1344",1344,"RUS","Tatiana SHURMISTROVA",9.11,"W","Group D","Chen Style Taiji Jian"
"1345",1345,"CAN","Erika Cheung Wan LARM",9.09,"W","Group D","Chen Style Taiji Jian"
"1346",1346,"HKG","Debbie YEUNG",9.08,"W","Group D","Chen Style Taiji Jian"
"1347",1347,"CZE","Jana HAUSKOVA",8.97,"W","Group D","Chen Style Taiji Jian"
"1348",1348,"USA","Arabella CHIANG",8.95,"W","Group D","Chen Style Taiji Jian"
"1349",1349,"CZE","Martina SLABA",8.9,"W","Group D","Chen Style Taiji Jian"
"1350",1350,"BUL","Desislava Sasheva HOLODNA",8.79,"W","Group D","Chen Style Taiji Jian"
"1351",1351,"ITA","Letizia DA LOZZO",8.78,"W","Group D","Chen Style Taiji Jian"
"1352",1352,"RUS","Liliya SERKINA",8.71,"W","Group D","Chen Style Taiji Jian"
"1353",1353,"ITA","Enrica FOSSA",8.67,"W","Group D","Chen Style Taiji Jian"
"1354",1354,"BUL","Ivanka Ilieva MULESHKOVA",8.61,"W","Group D","Chen Style Taiji Jian"
"1355",1355,"BRA","Ana Carolina RIBEIRO GIGLIO",9.06,"W","Group D","Choy Lay Fut Kune (Cailifo Quan)"
"1356",1356,"ESP","Elena VILLALONGA SEBASTIA",8.94,"W","Group D","Choy Lay Fut Kune (Cailifo Quan)"
"1357",1357,"CHI","Javiera Paz TOLEDO ESCUTI",8.87,"W","Group D","Choy Lay Fut Kune (Cailifo Quan)"
"1358",1358,"CHI","Constanza Ninoska HERNANDEZ GONZALEZ",8.86,"W","Group D","Choy Lay Fut Kune (Cailifo Quan)"
"1359",1359,"CHI","Valentina Paola CHAVEZ VENEGAS",8.86,"W","Group D","Choy Lay Fut Kune (Cailifo Quan)"
"1360",1360,"CHI","Cindia Del Carmen TORO MUNOZ",8.83,"W","Group D","Choy Lay Fut Kune (Cailifo Quan)"
"1361",1361,"BRA","Nina ROMANO CARDOSO SILVESTRE",8.81,"W","Group D","Choy Lay Fut Kune (Cailifo Quan)"
"1362",1362,"CHN","Wen Mei WU",9.26,"W","Group D","Compulsory Yang Style Taijiquan"
"1363",1363,"HKG","Debbie YEUNG",9.13,"W","Group D","Compulsory Yang Style Taijiquan"
"1364",1364,"RUS","Anastasia KADENOVA",9.03,"W","Group D","Compulsory Yang Style Taijiquan"
"1365",1365,"EGY","Salma AHMED",9,"W","Group D","Compulsory Yang Style Taijiquan"
"1366",1366,"IND","Shravani Sopan KATKE",8.98,"W","Group D","Compulsory Yang Style Taijiquan"
"1367",1367,"USA","Jie CHEN",8.84,"W","Group D","Compulsory Yang Style Taijiquan"
"1368",1368,"IND","Mitali Milind WANI",8.83,"W","Group D","Compulsory Yang Style Taijiquan"
"1369",1369,"RUS","Iuliia TIMIRKINA",8.96,"W","Group D","Dao (Broadsword)"
"1370",1370,"ITA","Alessia TARTUFOLI",8.93,"W","Group D","Dao (Broadsword)"
"1371",1371,"BRA","Ana Carolina RIBEIRO GIGLIO",8.91,"W","Group D","Dao (Broadsword)"
"1372",1372,"HUN","Dorottya KISS",8.87,"W","Group D","Dao (Broadsword)"
"1373",1373,"BRA","Nina ROMANO CARDOSO SILVESTRE",8.8,"W","Group D","Dao (Broadsword)"
"1374",1374,"CHI","Cindia Del Carmen TORO MUNOZ",8.73,"W","Group D","Dao (Broadsword)"
"1375",1375,"KGZ","Aisulu ASANKULOVA",NA,"W","Group D","Dao (Broadsword)"
"1376",1376,"TJK","Niginakhon JALOLOVA",NA,"W","Group D","Dao (Broadsword)"
"1377",1377,"KGZ","Eles KOKUMBEK KYZY",NA,"W","Group D","Dao (Broadsword)"
"1378",1378,"CZE","Sandra POTYSOVA",8.92,"W","Group D","Fan"
"1379",1379,"ROU","Sonia GRINDEANU",8.9,"W","Group D","Fan"
"1380",1380,"BRA","Giovanna MOURA SENA PARRON",8.81,"W","Group D","Fan"
"1381",1381,"CHI","Elizette Del Carmen TOLEDO TOLEDO",8.77,"W","Group D","Fan"
"1382",1382,"TJK","Manzura KARIMOVA",NA,"W","Group D","Fan"
"1383",1383,"COL","Monica CRUZ SANCHEZ",NA,"W","Group D","Fan"
"1384",1384,"TUR","Zeynep Makbule AKYUZ",9.04,"W","Group D","Gun (Cudgel/Staff)"
"1385",1385,"KAZ","Dayana KUSPANOVA",8.95,"W","Group D","Gun (Cudgel/Staff)"
"1386",1386,"CUB","Dayana MESA ARTILES",8.91,"W","Group D","Gun (Cudgel/Staff)"
"1387",1387,"CZE","Veronika PARTIKOVA",8.9,"W","Group D","Gun (Cudgel/Staff)"
"1388",1388,"CHI","Javiera Paz TOLEDO ESCUTI",8.74,"W","Group D","Gun (Cudgel/Staff)"
"1389",1389,"USA","Yeeling TAI",8.72,"W","Group D","Gun (Cudgel/Staff)"
"1390",1390,"USA","Margaret KANDIES",8.63,"W","Group D","Gun (Cudgel/Staff)"
"1391",1391,"RUS","Olga ZORKALTSEVA",NA,"W","Group D","Gun (Cudgel/Staff)"
"1392",1392,"HKG","Jianxin HE",9.13,"W","Group D","Imitation Styles"
"1393",1393,"UKR","Liudmyla TEMNA",9.05,"W","Group D","Imitation Styles"
"1394",1394,"UKR","Olexandra BEREZINA",8.97,"W","Group D","Imitation Styles"
"1395",1395,"MAC","Pui Cheng WAI",8.88,"W","Group D","Imitation Styles"
"1396",1396,"NZL","Yin-chi LEE",8.87,"W","Group D","Imitation Styles"
"1397",1397,"ITA","Sonia PUDDU",8.84,"W","Group D","Imitation Styles"
"1398",1398,"MAC","Hio Lok LAI",8.75,"W","Group D","Imitation Styles"
"1399",1399,"RUS","Alina PODOLSKAYA",9.05,"W","Group D","Jian (Straight Sword)"
"1400",1400,"HKG","Pui Yue AU-YEUNG",9.02,"W","Group D","Jian (Straight Sword)"
"1401",1401,"RUS","Anna SHATAEVA",9,"W","Group D","Jian (Straight Sword)"
"1402",1402,"ESP","Irene CASTRO APARICIO",8.94,"W","Group D","Jian (Straight Sword)"
"1403",1403,"MAC","Pui Cheng WAI",8.89,"W","Group D","Jian (Straight Sword)"
"1404",1404,"ITA","Sonia PUDDU",8.87,"W","Group D","Jian (Straight Sword)"
"1405",1405,"MKD","Irina ANDREEVSKA",8.84,"W","Group D","Jian (Straight Sword)"
"1406",1406,"USA","Betty GUAN",8.83,"W","Group D","Jian (Straight Sword)"
"1407",1407,"MAC","Hio Lok LAI",8.82,"W","Group D","Jian (Straight Sword)"
"1408",1408,"IND","Shraddha YADAV",8.78,"W","Group D","Jian (Straight Sword)"
"1409",1409,"BRA","Maria DE LA MARIA",8.73,"W","Group D","Jian (Straight Sword)"
"1410",1410,"ESP","Elena VILLALONGA SEBASTIA",8.71,"W","Group D","Jian (Straight Sword)"
"1411",1411,"HKG","Ka Ying YUEN",9.22,"W","Group D","Other Southern Styles Nanquan"
"1412",1412,"RUS","Aleksandra TOLSTIKOVA",9.03,"W","Group D","Other Southern Styles Nanquan"
"1413",1413,"UKR","Olena BILA",9,"W","Group D","Other Southern Styles Nanquan"
"1414",1414,"TPE","Yueh Ling WU",8.97,"W","Group D","Other Southern Styles Nanquan"
"1415",1415,"USA","Queenie LI",8.95,"W","Group D","Other Southern Styles Nanquan"
"1416",1416,"CZE","Veronika PARTIKOVA",8.92,"W","Group D","Other Southern Styles Nanquan"
"1417",1417,"POL","Katarzyna Kinga MIGDAL",8.9,"W","Group D","Other Southern Styles Nanquan"
"1418",1418,"POL","Julia Adrianna AUGUSTYN",8.86,"W","Group D","Other Southern Styles Nanquan"
"1419",1419,"IND","Shraddha YADAV",8.83,"W","Group D","Other Southern Styles Nanquan"
"1420",1420,"TJK","Navruza ABDULO-ZADE",8.81,"W","Group D","Other Southern Styles Nanquan"
"1421",1421,"GRE","Theodora KORDERA",8.77,"W","Group D","Other Southern Styles Nanquan"
"1422",1422,"SVK","Katarina KYSELOVA",NA,"W","Group D","Other Southern Styles Nanquan"
"1423",1423,"RUS","Daria GERASIMOVA",NA,"W","Group D","Other Southern Styles Nanquan"
"1424",1424,"HKG","Suijin CHEN",9.21,"W","Group D","Other Taiji Jian"
"1425",1425,"HKG","Uen Ying Juanita MOK",9.12,"W","Group D","Other Taiji Jian"
"1426",1426,"EGY","Salma AHMED",9.06,"W","Group D","Other Taiji Jian"
"1427",1427,"HKG","Jiayi TAN",9.04,"W","Group D","Other Taiji Jian"
"1428",1428,"GEO","Nino CHIKHLADZE",8.86,"W","Group D","Other Taiji Jian"
"1429",1429,"IND","Kalyani Arun JOSHI",8.73,"W","Group D","Other Taiji Jian"
"1430",1430,"IND","Shravani Sopan KATKE",8.72,"W","Group D","Other Taiji Jian"
"1431",1431,"USA","Jie CHEN",8.71,"W","Group D","Other Taiji Jian"
"1432",1432,"IND","Mitali Milind WANI",8.63,"W","Group D","Other Taiji Jian"
"1433",1433,"CHN","Wen Mei WU",NA,"W","Group D","Other Taiji Jian"
"1434",1434,"MAC","Chi Kei CHIANG",NA,"W","Group D","Other Taiji Jian"
"1435",1435,"HKG","Suijin CHEN",9.21,"W","Group D","Other Taijiquan"
"1436",1436,"HKG","Uen Ying Juanita MOK",9.15,"W","Group D","Other Taijiquan"
"1437",1437,"MAC","Chi Kei CHIANG",9.05,"W","Group D","Other Taijiquan"
"1438",1438,"HKG","Jiayi TAN",9.02,"W","Group D","Other Taijiquan"
"1439",1439,"USA","Arabella CHIANG",8.96,"W","Group D","Other Taijiquan"
"1440",1440,"RUS","Tatiana SHURMISTROVA",8.96,"W","Group D","Other Taijiquan"
"1441",1441,"POL","Ewa Julia SOLARZ",8.93,"W","Group D","Other Taijiquan"
"1442",1442,"IND","Kalyani Arun JOSHI",8.85,"W","Group D","Other Taijiquan"
"1443",1443,"IND","Sakshi JOHRI",NA,"W","Group D","Other Taijiquan"
"1444",1444,"UKR","Ganna TERESHCHENKO",9.18,"W","Group D","Other Traditional Double Weapon"
"1445",1445,"TUR","Elif AKYUZ",9.11,"W","Group D","Other Traditional Double Weapon"
"1446",1446,"UKR","Olexandra BEREZINA",9.07,"W","Group D","Other Traditional Double Weapon"
"1447",1447,"RUS","Olga MEN’SHIKOVA",9,"W","Group D","Other Traditional Double Weapon"
"1448",1448,"USA","Queenie LI",8.98,"W","Group D","Other Traditional Double Weapon"
"1449",1449,"POL","Julia Adrianna AUGUSTYN",8.93,"W","Group D","Other Traditional Double Weapon"
"1450",1450,"CUB","Meyling WONG CHIU",8.92,"W","Group D","Other Traditional Double Weapon"
"1451",1451,"POL","Katarzyna Kinga MIGDAL",8.87,"W","Group D","Other Traditional Double Weapon"
"1452",1452,"POL","Beata ENGEL",8.86,"W","Group D","Other Traditional Double Weapon"
"1453",1453,"ESP","Sara BRAVO ARENAS",8.84,"W","Group D","Other Traditional Double Weapon"
"1454",1454,"RUS","Valentina TABUN",8.82,"W","Group D","Other Traditional Double Weapon"
"1455",1455,"COL","Christina GARCES VALENCIA",8.79,"W","Group D","Other Traditional Double Weapon"
"1456",1456,"CZE","Anna BLAHOVA",8.78,"W","Group D","Other Traditional Double Weapon"
"1457",1457,"TPE","Yueh Ling WU",8.78,"W","Group D","Other Traditional Double Weapon"
"1458",1458,"SRI","Gihani Wathsala PEDURU HEWAGE",8.77,"W","Group D","Other Traditional Double Weapon"
"1459",1459,"NZL","Yin-chi LEE",8.76,"W","Group D","Other Traditional Double Weapon"
"1460",1460,"BRA","Ana Elisa MATANA BARRADEL",8.75,"W","Group D","Other Traditional Double Weapon"
"1461",1461,"ITA","Sarah CANIGIULA",8.67,"W","Group D","Other Traditional Double Weapon"
"1462",1462,"UKR","Liudmyla TEMNA",8.08,"W","Group D","Other Traditional Double Weapon"
"1463",1463,"HKG","Ka Ying YUEN",8.82,"W","Group D","Other Traditional Weapon"
"1464",1464,"HKG","Jianxin HE",8.78,"W","Group D","Other Traditional Weapon"
"1465",1465,"UKR","Nataliia VARLAMOVA",8.72,"W","Group D","Other Traditional Weapon"
"1466",1466,"TPE","Yu Han CHEN",8.7,"W","Group D","Other Traditional Weapon"
"1467",1467,"USA","Charisse HUNG",8.7,"W","Group D","Other Traditional Weapon"
"1468",1468,"RUS","Aleksandra TOLSTIKOVA",8.69,"W","Group D","Other Traditional Weapon"
"1469",1469,"AUS","Krista BRENNAN",8.69,"W","Group D","Other Traditional Weapon"
"1470",1470,"UKR","Olena BILA",8.68,"W","Group D","Other Traditional Weapon"
"1471",1471,"RUS","Nadezhda GUSEVA",8.68,"W","Group D","Other Traditional Weapon"
"1472",1472,"UKR","Veronika MOROZONKOVA",8.67,"W","Group D","Other Traditional Weapon"
"1473",1473,"MAC","Xuezhen LIANG",8.65,"W","Group D","Other Traditional Weapon"
"1474",1474,"TJK","Navruza ABDULO-ZADE",8.61,"W","Group D","Other Traditional Weapon"
"1475",1475,"USA","Amy WONG",8.61,"W","Group D","Other Traditional Weapon"
"1476",1476,"USA","Adeline SUN",8.6,"W","Group D","Other Traditional Weapon"
