"","Team","Athlete","Score","Remark","Sex","Group","Form"
"1176","RUS","Dmitrii ROGOV",8.8,"","M","Group D","Jian (Straight Sword)"
"1177","AUS","Ian Chan",8.74,"","M","Group D","Jian (Straight Sword)"
"1178","RUS","Mikhail NATURALNYY",8.7,"","M","Group D","Jian (Straight Sword)"
"1179","TUR","Feyza CAPOGLU",8.76,"1st Category Prize","W","Group B","Jian (Straight Sword)"
"1180","BRU","Li ZiYan",8.7,"2nd Category Prize","W","Group B","Jian (Straight Sword)"
"1181","BRU","Lim Yee Sean",8.68,"2nd Category Prize","W","Group B","Jian (Straight Sword)"
"1182","IND","SHRAVANI SOPAN KATKE",8.65,"2nd Category Prize","W","Group B","Jian (Straight Sword)"
"1183","USA","Kaitlyn TRAN",8.61,"3rd Category Prize","W","Group B","Jian (Straight Sword)"
"1184","RSA","Erin MC CARDLE",8.6,"3rd Category Prize","W","Group B","Jian (Straight Sword)"
"1185","USA","Leianna YUEN",8.59,"3rd Category Prize","W","Group B","Jian (Straight Sword)"
"1186","USA","Aileen MEMBRENO",8.57,"3rd Category Prize","W","Group B","Jian (Straight Sword)"
"1187","EST","Anete Korve",8.57,"3rd Category Prize","W","Group B","Jian (Straight Sword)"
"1188","MAS","SIN YEE OOI",8.47,"","W","Group B","Jian (Straight Sword)"
"1189","USA","Mataya WOODARD",8.46,"","W","Group B","Jian (Straight Sword)"
"1190","USA","Ashley LIN",8.45,"","W","Group B","Jian (Straight Sword)"
"1191","BOL","Wara Guevara Pinedo",8.31,"","W","Group B","Jian (Straight Sword)"
"1192","USA","Lucas DONG",8.63,"1st Category Prize","M","Group A","Gun (Cudgel/Staff)"
"1193","CZE","Karel Korenc",8.52,"2nd Category Prize","M","Group A","Gun (Cudgel/Staff)"
"1194","ROU","Popa Andrei Daniel",8.45,"2nd Category Prize","M","Group A","Gun (Cudgel/Staff)"
"1195","BRA","Lucas Anten HONG",8.4,"3rd Category Prize","M","Group A","Gun (Cudgel/Staff)"
"1196","BRA","Dylan WENTAO TER",8.34,"3rd Category Prize","M","Group A","Gun (Cudgel/Staff)"
"1197","RSA","Ntsakiso CHAUKE",8.32,"","M","Group A","Gun (Cudgel/Staff)"
"1198","LAT","Maksim Kleymenov",8.32,"","M","Group A","Gun (Cudgel/Staff)"
"1199","RSA","Jamie Marshall WOOLMER",8.3,"","M","Group A","Gun (Cudgel/Staff)"
"1200","TUR","Zeynep AKYUZ",8.68,"1st Category Prize","W","Group B","Gun (Cudgel/Staff)"
"1201","UKR","Ivanova Mariya",8.55,"2nd Category Prize","W","Group B","Gun (Cudgel/Staff)"
"1202","MAS","BELFERN LEE",8.5,"2nd Category Prize","W","Group B","Gun (Cudgel/Staff)"
"1203","KAZ","Kuspanova Dayana",8.49,"3rd Category Prize","W","Group B","Gun (Cudgel/Staff)"
"1204","IND","KHUSHI MANOJ TELKAR",8.47,"3rd Category Prize","W","Group B","Gun (Cudgel/Staff)"
"1205","USA","Yeeling TAI",8.45,"3rd Category Prize","W","Group B","Gun (Cudgel/Staff)"
"1206","RSA","Nomthandazo Thabsile THUSI",8.44,"","W","Group B","Gun (Cudgel/Staff)"
"1207","ITA","Francesca MOSCA CIPRIANI",8.42,"","W","Group B","Gun (Cudgel/Staff)"
"1208","KAZ","Traize Regina",8.37,"","W","Group B","Gun (Cudgel/Staff)"
"1209","KAZ","Abdulmanova Amina",8.3,"","W","Group B","Gun (Cudgel/Staff)"
"1210","MAS","PEI YU TAN",8.6,"1st Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1211","USA","Jeffrey CHENG",8.58,"1st Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1212","TUN","firas sayahi",8.57,"2nd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1213","GER","Jean Michel Merten",8.56,"2nd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1214","BRA","Gabriel Augusto de Oliveira FERREIRA",8.55,"2nd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1215","KAZ","Kenzhegarin Batyrbek",8.55,"2nd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1216","USA","Lelan YUNG",8.54,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1217","USA","Trevor HEINEMANN",8.54,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1218","CZE","Jakub Miratsky",8.53,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1219","MAS","YU SHYAN TANG",8.5,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1220","ITA","William BADAS",8.49,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1221","CAN","Andrew Alexander Stoenescu",8.48,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1222","USA","Angelo GUO",8.48,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1223","BRU","Aaron Phung JinYi",8.48,"3rd Category Prize","M","Group B","Gun (Cudgel/Staff)"
"1224","ROU","Bleaja Cristea Alexandru",8.47,"","M","Group B","Gun (Cudgel/Staff)"
"1225","SRI","B.D.PROMOD DERIC SHERMAN",8.46,"","M","Group B","Gun (Cudgel/Staff)"
"1226","SVK","Filip BARTOS",8.44,"","M","Group B","Gun (Cudgel/Staff)"
"1227","USA","Tim ZHENG",8.41,"","M","Group B","Gun (Cudgel/Staff)"
"1228","RSA","Raiden ADAMS",8.36,"","M","Group B","Gun (Cudgel/Staff)"
"1229","RSA","Cameron Lee KHAN",8.33,"","M","Group B","Gun (Cudgel/Staff)"
"1230","ESP","FRANCISCO GARCIA MAZUECOS",8.97,"1st Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1231","RUS","Ilya LITVINCHUK",8.96,"1st Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1232","BRA","Anthony da Silva CAPELAZZO",8.91,"2nd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1233","ITA","Claudio DI BENEDETTO",8.85,"2nd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1234","BRA","Daniel Shinji HIRATA",8.85,"2nd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1235","AUS","Gerard Donohoe",8.8,"3rd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1236","USA","Jorge PEREZ",8.77,"3rd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1237","FRA","ARISTIDE Julien",8.77,"3rd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1238","SVK","Marian SUSEDKA",8.75,"3rd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1239","ITA","Claudio PARDO",8.71,"3rd Category Prize","M","Group C","Gun (Cudgel/Staff)"
"1240","RSA","Martin Henry VENSKI",8.68,"","M","Group C","Gun (Cudgel/Staff)"
"1241","MAS","YU WAI LIN",8.67,"","M","Group C","Gun (Cudgel/Staff)"
"1242","TUN","yassin aoled jbeli",8.6,"","M","Group C","Gun (Cudgel/Staff)"
"1243","RSA","Khayelihle Goodenough JALI",8.55,"","M","Group C","Gun (Cudgel/Staff)"
"1244","MAR","AZIZ ELHAIBA",8.53,"","M","Group C","Gun (Cudgel/Staff)"
"1245","MAC","ZHAO NING",9.05,"1st Category Prize","W","Group E","Taiji Jian"
"1246","USA","Qijing YUE",8.95,"1st Category Prize","W","Group E","Taiji Jian"
"1247","JPN","JUNKO SHISHIDO",8.86,"1st Category Prize","W","Group E","Taiji Jian"
"1248","JPN","SETSUKO TOBITA",8.86,"1st Category Prize","W","Group E","Taiji Jian"
"1249","JPN","HIROMI TAKAHASHI",8.82,"1st Category Prize","W","Group E","Taiji Jian"
"1250","JPN","KAZUKO YONEMOTO",8.8,"1st Category Prize","W","Group E","Taiji Jian"
"1251","JPN","KIYOKO SAGA",8.79,"2nd Category Prize","W","Group E","Taiji Jian"
"1252","JPN","TOMIKO SAWAOKA",8.78,"2nd Category Prize","W","Group E","Taiji Jian"
"1253","JPN","FUMIKO SHIMIZU",8.77,"2nd Category Prize","W","Group E","Taiji Jian"
"1254","JPN","HIROKO SAKAI",8.76,"2nd Category Prize","W","Group E","Taiji Jian"
"1255","JPN","EMIKO YAMADA",8.76,"2nd Category Prize","W","Group E","Taiji Jian"
"1256","JPN","JUNKO IRISAWA",8.74,"2nd Category Prize","W","Group E","Taiji Jian"
"1257","JPN","FUMIKO TANABE",8.74,"2nd Category Prize","W","Group E","Taiji Jian"
"1258","JPN","REIKO EMI",8.72,"3rd Category Prize","W","Group E","Taiji Jian"
"1259","JPN","MASAKO SHIMIZU",8.72,"3rd Category Prize","W","Group E","Taiji Jian"
"1260","AUS","Janice Zurzolo",8.71,"3rd Category Prize","W","Group E","Taiji Jian"
"1261","JPN","TOMOKO TAKANO",8.71,"3rd Category Prize","W","Group E","Taiji Jian"
"1262","JPN","YASUKO HIMENO",8.7,"3rd Category Prize","W","Group E","Taiji Jian"
"1263","JPN","HIDEKO NAKAJIMA",8.7,"3rd Category Prize","W","Group E","Taiji Jian"
"1264","USA","Yoshiko ROUDPEYMA",8.67,"3rd Category Prize","W","Group E","Taiji Jian"
"1265","RSA","Candace Jane MC CARDLE",8.66,"3rd Category Prize","W","Group E","Taiji Jian"
"1266","JPN","SHIZUE KATO",8.66,"3rd Category Prize","W","Group E","Taiji Jian"
"1267","CAN","Wu Louise",8.63,"","W","Group E","Taiji Jian"
"1268","JPN","JUNKO UEDA",8.63,"","W","Group E","Taiji Jian"
"1269","HKG","WONG Suk Kuen",8.6,"","W","Group E","Taiji Jian"
"1270","USA","Oi Lai YAM",8.59,"","W","Group E","Taiji Jian"
"1271","HKG","LAM Ching Wah",8.56,"","W","Group E","Taiji Jian"
"1272","HKG","LAM Ching Wan",8.55,"","W","Group E","Taiji Jian"
"1273","USA","Brillian FU",8.81,"1st Category Prize","W","Group B","Double Daggers"
"1274","POL","Julia Augustyn",8.75,"2nd Category Prize","W","Group B","Double Daggers"
"1275","GER","Konstanzia Merten",8.7,"3rd Category Prize","W","Group B","Double Daggers"
"1276","USA","Amber MIN",8.69,"3rd Category Prize","W","Group B","Double Daggers"
"1277","USA","Jessica DU",8.68,"","W","Group B","Double Daggers"
"1278","HKG","SHAM Hui Yu Lydia",8.9,"1st Category Prize","W","Group B","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1279","USA","Isabella MILLER",8.83,"2nd Category Prize","W","Group B","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1280","USA","Faith ZHANG",8.78,"3rd Category Prize","W","Group B","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1281","USA","Catherine LUO",8.77,"3rd Category Prize","W","Group B","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1282","USA","Audrey HUIE",8.76,"","W","Group B","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1283","USA","Rachel SU",8.73,"","W","Group B","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1284","INA","NANDHIRA MAURISKHA",8.92,"1st Category Prize","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1285","TUR","Elif AKYUZ",8.91,"1st Category Prize","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1286","UKR","LIUDMYLA TEMNA",8.9,"2nd Category Prize","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1287","RUS","Olga MENSHIKOVA",8.84,"3rd Category Prize","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1288","USA","Jacqueline WONG",8.8,"3rd Category Prize","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1289","KAZ","Traize Diana",8.73,"3rd Category Prize","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1290","CAN","Maria Bianca Ngo Go",8.71,"","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1291","USA","Janel TJIONG",8.68,"","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1292","USA","Courtney RANDOLPH",8.65,"","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1293","EGY","Hagar Mohamed Elsayed Farahat",8.36,"","W","Group C","Shuang Jian (Double Straight Sword/ Double Long Tassel Straight Sword)"
"1294","USA","Alex NI",8.8,"1st Category Prize","M","Group B","Shuang Dao (Double Broadsword)"
"1295","USA","William TEPPENPAW",8.71,"2nd Category Prize","M","Group B","Shuang Dao (Double Broadsword)"
"1296","USA","Bryan GAO",8.69,"3rd Category Prize","M","Group B","Shuang Dao (Double Broadsword)"
"1297","AUS","Jonathan Wong",8.66,"3rd Category Prize","M","Group B","Shuang Dao (Double Broadsword)"
"1298","USA","Song Tian OU",8.63,"","M","Group B","Shuang Dao (Double Broadsword)"
"1299","USA","Ava YU",8.81,"1st Category Prize","W","Group B","Other Traditional Double Weapon"
"1300","USA","Keyi SHI",8.78,"2nd Category Prize","W","Group B","Other Traditional Double Weapon"
"1301","RUS","Apolinariya KOZHEVNIKOVA",8.77,"2nd Category Prize","W","Group B","Other Traditional Double Weapon"
"1302","RUS","Aleksandra MORKOVKINA",8.7,"3rd Category Prize","W","Group B","Other Traditional Double Weapon"
"1303","USA","Katherine HU",8.68,"3rd Category Prize","W","Group B","Other Traditional Double Weapon"
"1304","ROU","Obeanu Mara Georgia Alina",8.64,"3rd Category Prize","W","Group B","Other Traditional Double Weapon"
"1305","USA","Rachel HO",8.62,"","W","Group B","Other Traditional Double Weapon"
"1306","USA","Victoria NG",8.58,"","W","Group B","Other Traditional Double Weapon"
"1307","UKR","Shamardina Anna",8.53,"","W","Group B","Other Traditional Double Weapon"
"1308","TPE","CHEN i lun",8.8,"1st Category Prize","M","Group B","Other Traditional Double Weapon"
"1309","USA","Jubei D AMATO",8.78,"1st Category Prize","M","Group B","Other Traditional Double Weapon"
"1310","USA","Minh THAI",8.76,"2nd Category Prize","M","Group B","Other Traditional Double Weapon"
"1311","RUS","Vladimir STREBKOV",8.76,"2nd Category Prize","M","Group B","Other Traditional Double Weapon"
"1312","RUS","Arseniii ULIANCHIK",8.74,"2nd Category Prize","M","Group B","Other Traditional Double Weapon"
"1313","RUS","Vladislav ERASTOV",8.73,"3rd Category Prize","M","Group B","Other Traditional Double Weapon"
"1314","POL","Lukasz Maslanka",8.72,"3rd Category Prize","M","Group B","Other Traditional Double Weapon"
"1315","USA","Ayden NGUYEN",8.7,"3rd Category Prize","M","Group B","Other Traditional Double Weapon"
"1316","PER","JORGE EUGENIO MAURO DEL CASTILLO",8.66,"3rd Category Prize","M","Group B","Other Traditional Double Weapon"
"1317","PER","MARCO AURELIO CASTIGLIONE SANCHEZ",8.63,"3rd Category Prize","M","Group B","Other Traditional Double Weapon"
"1318","SVK","Matus PRCIN",8.63,"3rd Category Prize","M","Group B","Other Traditional Double Weapon"
"1319","USA","Lianhao LI",8.62,"","M","Group B","Other Traditional Double Weapon"
"1320","UKR","Shamardin Bohdan",8.61,"","M","Group B","Other Traditional Double Weapon"
"1321","PER","DIEGO ENRIQUE LOPEZ MAYO",8.59,"","M","Group B","Other Traditional Double Weapon"
"1322","GER","Thomas Schneider",8.59,"","M","Group B","Other Traditional Double Weapon"
"1323","UKR","Shcherbyna Danylo",8.58,"","M","Group B","Other Traditional Double Weapon"
"1324","USA","Brandon LIU",8.36,"","M","Group B","Other Traditional Double Weapon"
"1325","RUS","Oleg KHANDESHIN",9.03,"1st Category Prize","M","Group C","Other Traditional Double Weapon"
"1326","RSA","Alexander Dirk DU PLESSIS",8.91,"2nd Category Prize","M","Group C","Other Traditional Double Weapon"
"1327","USA","Krist CALDWELL",8.81,"3rd Category Prize","M","Group C","Other Traditional Double Weapon"
"1328","MAC","LEI KEI IAN",8.8,"3rd Category Prize","M","Group C","Other Traditional Double Weapon"
"1329","AUS","Corey Johnstone",8.79,"","M","Group C","Other Traditional Double Weapon"
"1330","USA","Vincent MENG",8.75,"","M","Group C","Other Traditional Double Weapon"
"1331","JPN","TOMOHIRO NAKATA",8.71,"","M","Group C","Other Traditional Double Weapon"
"1332","RUS","Andrey BOYKOV",8.89,"1st Category Prize","M","Group D","Other Traditional Double Weapon"
"1333","ITA","Giuseppe PATERNITI",8.78,"2nd Category Prize","M","Group D","Other Traditional Double Weapon"
"1334","CAN","Stephan William Alexander",8.78,"2nd Category Prize","M","Group D","Other Traditional Double Weapon"
"1335","UKR","Chaban Serhii",8.77,"3rd Category Prize","M","Group D","Other Traditional Double Weapon"
"1336","MAS","BOO KHENG CHEONG",8.76,"3rd Category Prize","M","Group D","Other Traditional Double Weapon"
"1337","SRI","W.K.SARATHCHANDRA",8.76,"3rd Category Prize","M","Group D","Other Traditional Double Weapon"
"1338","SVK","Peter KYSEL",8.73,"","M","Group D","Other Traditional Double Weapon"
"1339","UKR","Shamardin Andrii",8.72,"","M","Group D","Other Traditional Double Weapon"
"1340","CAN","Warren Holt",8.69,"","M","Group D","Other Traditional Double Weapon"
"1341","HKG","LIU Vincent",8.66,"","M","Group D","Other Traditional Double Weapon"
"1342","MAS","POH CHYE CHNG",8.65,"","M","Group D","Other Traditional Double Weapon"
"1343","TUR","Ayse Sude AKYUZ",8.8,"1st Category Prize","W","Group A","Other Traditional Double Flexible/Soft Weapon"
"1344","USA","Mariella BRAYTON",8.71,"2nd Category Prize","W","Group A","Other Traditional Double Flexible/Soft Weapon"
"1345","USA","Fiona BARNHART",8.7,"3rd Category Prize","W","Group A","Other Traditional Double Flexible/Soft Weapon"
"1346","UKR","Khymchenko Kamila",8.68,"3rd Category Prize","W","Group A","Other Traditional Double Flexible/Soft Weapon"
"1347","USA","Liana SEMET",8.6,"","W","Group A","Other Traditional Double Flexible/Soft Weapon"
"1348","USA","Katherine YOUNG",8.6,"","W","Group A","Other Traditional Double Flexible/Soft Weapon"
"1349","USA","Casey LEW",8.69,"1st Category Prize","M","Group A","Traditional Double Soft Weapon"
"1350","USA","Kia NAMAKI",8.62,"2nd Category Prize","M","Group A","Traditional Double Soft Weapon"
"1351","USA","Kael NGUYEN",8.57,"3rd Category Prize","M","Group A","Traditional Double Soft Weapon"
"1352","USA","Jacob Lion PROANO",8.5,"","M","Group A","Traditional Double Soft Weapon"
"1353","UKR","Ganna Tereshchenko",9.04,"1st Category Prize","W","Group C","Other Traditional Double Weapon"
"1354","RUS","Evgeniya GRIBANOVA",8.95,"1st Category Prize","W","Group C","Other Traditional Double Weapon"
"1355","USA","Sarah DARLING",8.94,"2nd Category Prize","W","Group C","Other Traditional Double Weapon"
"1356","UKR","Berezina Olexandra",8.89,"2nd Category Prize","W","Group C","Other Traditional Double Weapon"
"1357","JPN","TOMOKO KATO",8.83,"2nd Category Prize","W","Group C","Other Traditional Double Weapon"
"1358","RSA","Sinead Ashley STARLEY",8.81,"3rd Category Prize","W","Group C","Other Traditional Double Weapon"
"1359","COL","CHRISTINA GARCES VALENCIA",8.8,"3rd Category Prize","W","Group C","Other Traditional Double Weapon"
"1360","POL","Beata Engel",8.77,"3rd Category Prize","W","Group C","Other Traditional Double Weapon"
"1361","POL","Katarzyna Migdal",8.72,"3rd Category Prize","W","Group C","Other Traditional Double Weapon"
"1362","USA","Julianna YIP",8.72,"3rd Category Prize","W","Group C","Other Traditional Double Weapon"
"1363","MAC","CHU HIO IAN",8.72,"3rd Category Prize","W","Group C","Other Traditional Double Weapon"
"1364","USA","Justine AGALOOS",8.68,"","W","Group C","Other Traditional Double Weapon"
"1365","USA","Anna LI",8.66,"","W","Group C","Other Traditional Double Weapon"
"1366","MEX","Maricela GUAJARDO",8.65,"","W","Group C","Other Traditional Double Weapon"
"1367","JPN","RYOKO SAWANO",8.62,"","W","Group C","Other Traditional Double Weapon"
"1368","USA","Queenie LI",8.58,"","W","Group C","Other Traditional Double Weapon"
"1369","USA","Rachel LEE",8.79,"1st Category Prize","W","Group B","Other Traditional Flexible/Soft Weapon"
"1370","USA","Kylie JONES",8.76,"2nd Category Prize","W","Group B","Other Traditional Flexible/Soft Weapon"
"1371","TPE","WU yueh ling",8.74,"2nd Category Prize","W","Group B","Other Traditional Flexible/Soft Weapon"
"1372","USA","Katherine HO",8.74,"2nd Category Prize","W","Group B","Other Traditional Flexible/Soft Weapon"
"1373","USA","Nina FRIAS",8.7,"3rd Category Prize","W","Group B","Other Traditional Flexible/Soft Weapon"
"1374","USA","Fiona WANG",8.69,"3rd Category Prize","W","Group B","Other Traditional Flexible/Soft Weapon"
"1375","USA","Selina LEE",8.66,"","W","Group B","Other Traditional Flexible/Soft Weapon"
"1376","ROU","Socaci Cindy Marie",8.66,"","W","Group B","Other Traditional Flexible/Soft Weapon"
"1377","ROU","Cretu Iasmina Elena",8.64,"","W","Group B","Other Traditional Flexible/Soft Weapon"
"1378","USA","Brandon CHENG",8.95,"1st Category Prize","M","Group B","Traditional Soft Weapon"
"1379","NED","Dan Radulescu",8.85,"1st Category Prize","M","Group B","Traditional Soft Weapon"
"1380","USA","Kevin CHANG",8.8,"2nd Category Prize","M","Group B","Traditional Soft Weapon"
"1381","NED","Dorin Radulescu",8.78,"2nd Category Prize","M","Group B","Traditional Soft Weapon"
"1382","USA","Ryan WONG",8.74,"2nd Category Prize","M","Group B","Traditional Soft Weapon"
"1383","GER","Rafael Heise",8.73,"2nd Category Prize","M","Group B","Traditional Soft Weapon"
"1384","USA","Bridge LIU",8.73,"2nd Category Prize","M","Group B","Traditional Soft Weapon"
"1385","USA","Jack AQUI",8.72,"3rd Category Prize","M","Group B","Traditional Soft Weapon"
"1386","JPN","HIDENORI TANIZAKI",8.67,"3rd Category Prize","M","Group B","Traditional Soft Weapon"
"1387","USA","Frank WU",8.67,"3rd Category Prize","M","Group B","Traditional Soft Weapon"
"1388","USA","Srinivas BALAGOPAL",8.65,"3rd Category Prize","M","Group B","Traditional Soft Weapon"
"1389","MEX","Carlos VERA",8.64,"","M","Group B","Traditional Soft Weapon"
"1390","USA","Christian TSAI",8.64,"","M","Group B","Traditional Soft Weapon"
"1391","USA","Anson SHEU",8.61,"","M","Group B","Traditional Soft Weapon"
"1392","USA","Vincent SHEU",8.6,"","M","Group B","Traditional Soft Weapon"
"1393","USA","Eddie QIAN",8.59,"","M","Group B","Traditional Soft Weapon"
"1394","USA","Bryant WANG",8.36,"","M","Group B","Traditional Soft Weapon"
"1395","USA","Ethan DANCHO",8.33,"","M","Group B","Traditional Soft Weapon"
"1396","USA","Xiaoyi CHEN",8.75,"1st Category Prize","W","Group C","Gun (Cudgel/Staff)"
"1397","BRA","Tamiris de Moraes KATO",8.7,"2nd Category Prize","W","Group C","Gun (Cudgel/Staff)"
"1398","BRA","Severina Marta Ferreira dos SANTOS",8.68,"3rd Category Prize","W","Group C","Gun (Cudgel/Staff)"
"1399","RSA","Mohomotji Mapudi MARISHANE",8.64,"","W","Group C","Gun (Cudgel/Staff)"
"1400","NED","Jose Ricardo Sousa",8.99,"1st Category Prize","M","Group D","Baton"
"1401","RSA","Brennan John Dominicus GLANSBEEK",8.96,"2nd Category Prize","M","Group D","Baton"
"1402","ARG","Gustavo Guarino",8.83,"2nd Category Prize","M","Group D","Baton"
"1403","ECU","PAUL PACHARD",8.77,"3rd Category Prize","M","Group D","Baton"
"1404","MAS","TATT LIN ONG",8.76,"3rd Category Prize","M","Group D","Baton"
"1405","RSA","Albert Mthunzi LUTHULI",8.73,"3rd Category Prize","M","Group D","Baton"
"1406","FRA","SOUMACHE Aton",8.65,"","M","Group D","Baton"
"1407","PAR","Leonardo CABRERA",8.65,"","M","Group D","Baton"
"1408","SRI","L.H NUWAN SANJEEWA",8.62,"","M","Group D","Baton"
"1409","SRI","K.A.KRISHANTHA",8.54,"","M","Group D","Baton"
"1410","HKG","NGAN Lok Man",8.97,"1st Category Prize","M","Group B","Nan Gun (Southern Staff/Cudgel)"
"1411","TUR","Bedirhan CAPOGLU",8.95,"2nd Category Prize","M","Group B","Nan Gun (Southern Staff/Cudgel)"
"1412","USA","Nicholas LI",8.92,"3rd Category Prize","M","Group B","Nan Gun (Southern Staff/Cudgel)"
"1413","RUS","Nikita TITOV",8.9,"3rd Category Prize","M","Group B","Nan Gun (Southern Staff/Cudgel)"
"1414","GRE","KLAVAS GEORGIOS",8.7,"","M","Group B","Nan Gun (Southern Staff/Cudgel)"
"1415","MAS","WEI YE LEE",8.64,"","M","Group B","Nan Gun (Southern Staff/Cudgel)"
"1416","USA","Han Mingzhe LI",8.62,"","M","Group B","Nan Gun (Southern Staff/Cudgel)"
"1417","RUS","Aleksandra TOLSTIKOVA",8.88,"1st Category Prize","W","Group C","Nan Gun (Southern Staff/Cudgel)"
"1418","UKR","OLENA BILA",8.78,"2nd Category Prize","W","Group C","Nan Gun (Southern Staff/Cudgel)"
"1419","IND","KARAMJIT KAUR",8.74,"3rd Category Prize","W","Group C","Nan Gun (Southern Staff/Cudgel)"
"1420","CZE","Veronika Partikova",8.7,"3rd Category Prize","W","Group C","Nan Gun (Southern Staff/Cudgel)"
"1421","COL","MAIRA PAMELA GONZALEZ SIERRA",8.67,"","W","Group C","Nan Gun (Southern Staff/Cudgel)"
"1422","MAS","SOO LING KEE",8.6,"","W","Group C","Nan Gun (Southern Staff/Cudgel)"
"1423","UKR","Andriy Fehetsyn",9.02,"1st Category Prize","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1424","HKG","ZHU Yuanpeng",9.02,"1st Category Prize","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1425","RUS","Igor MOROZ",9.01,"2nd Category Prize","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1426","YEM","BASSAM AHMED LWZA",8.93,"3rd Category Prize","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1427","CAN","Daryl Whei Chin",8.79,"3rd Category Prize","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1428","SRI","P.JEEWAN MADURANGA",8.77,"3rd Category Prize","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1429","AUS","Gee Jhung Siu",8.73,"","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1430","CAN","Colin Barry Young",8.62,"","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1431","FRA","GU Nicolas",8.62,"","M","Group C","Nan Gun (Southern Staff/Cudgel)"
"1432","MAC","NG CHAN PONG",8.97,"1st Category Prize","M","Group C","Qiang (Spear)"
"1433","FRA","MBOUYOM Franck",8.88,"2nd Category Prize","M","Group C","Qiang (Spear)"
"1434","BRA","Ellison de Sousa COSTA",8.85,"3rd Category Prize","M","Group C","Qiang (Spear)"
"1435","MAC","MA CHON WONG",8.81,"3rd Category Prize","M","Group C","Qiang (Spear)"
"1436","AUS","Kristoffer Eberius",8.8,"","M","Group C","Qiang (Spear)"
"1437","BRA","Marco Aparecido Martim JUNIOR",8.77,"","M","Group C","Qiang (Spear)"
"1438","FRA","BAZI Ichem",8.7,"","M","Group C","Qiang (Spear)"
"1439","BRA","Fabricio OSAKU",8.8,"1st Category Prize","M","Group C","Daggers"
"1440","POL","Tomasz Bilut",8.76,"2nd Category Prize","M","Group C","Daggers"
"1441","MAS","CHUN ONN LIAU",8.7,"3rd Category Prize","M","Group C","Daggers"
"1442","BRA","Miguel de Oliveira MANACERO",8.84,"1st Category Prize","M","Group B","Pudao"
"1443","UKR","Yudin Bohdan",8.81,"2nd Category Prize","M","Group B","Pudao"
"1444","RSA","Carlin GLANSBEEK",8.77,"3rd Category Prize","M","Group B","Pudao"
"1445","CAN","Peter Nai Ming Guo",8.76,"3rd Category Prize","M","Group B","Pudao"
"1446","USA","Abhirup DASGUPTA",8.59,"","M","Group B","Pudao"
"1447","TUR","Necmettin erbakan AKYUZ",7.98,"","M","Group B","Pudao"
