Team,Athlete,Score,Form
ESP,Sara BRAVO ARENAS,8.84,Women's Group D Other Traditional Double Weapon
RUS,Valentina TABUN,8.82,Women's Group D Other Traditional Double Weapon
COL,Christina GARCES VALENCIA,8.79,Women's Group D Other Traditional Double Weapon
CZE,Anna BLAHOVA,8.78,Women's Group D Other Traditional Double Weapon
TPE,Yueh Ling WU,8.78,Women's Group D Other Traditional Double Weapon
SRI,Gihani Wathsala PEDURU HEWAGE,8.77,Women's Group D Other Traditional Double Weapon
NZL,Yin-chi LEE,8.76,Women's Group D Other Traditional Double Weapon
BRA,Ana Elisa MATANA BARRADEL,8.75,Women's Group D Other Traditional Double Weapon
ITA,Sarah CANIGIULA,8.67,Women's Group D Other Traditional Double Weapon
UKR,Liudmyla TEMNA,8.08,Women's Group D Other Traditional Double Weapon
HKG,Ka Ying YUEN,8.82,Women's Group D Other Traditional Weapon
HKG,Jianxin HE,8.78,Women's Group D Other Traditional Weapon
UKR,Nataliia VARLAMOVA,8.72,Women's Group D Other Traditional Weapon
TPE,Yu Han CHEN,8.7,Women's Group D Other Traditional Weapon
USA,Charisse HUNG,8.7,Women's Group D Other Traditional Weapon
RUS,Aleksandra TOLSTIKOVA,8.69,Women's Group D Other Traditional Weapon
AUS,Krista BRENNAN,8.69,Women's Group D Other Traditional Weapon
UKR,Olena BILA,8.68,Women's Group D Other Traditional Weapon
RUS,Nadezhda GUSEVA,8.68,Women's Group D Other Traditional Weapon
UKR,Veronika MOROZONKOVA,8.67,Women's Group D Other Traditional Weapon
MAC,Xuezhen LIANG,8.65,Women's Group D Other Traditional Weapon
TJK,Navruza ABDULO-ZADE,8.61,Women's Group D Other Traditional Weapon
USA,Amy WONG,8.61,Women's Group D Other Traditional Weapon
USA,Adeline SUN,8.6,Women's Group D Other Traditional Weapon
PER,Jimena Andrea URRUTIA RIDRIGUEZ,8.6,Women's Group D Other Traditional Weapon
HUN,Renata SLOMINSKI,8.59,Women's Group D Other Traditional Weapon
GRE,Theodora KORDERA,8.58,Women's Group D Other Traditional Weapon
USA,Luna FRANCO,8.57,Women's Group D Other Traditional Weapon
AUS,Bethany ENDACOTT,8.52,Women's Group D Other Traditional Weapon
SGP,Ken Rui Xin KEN,8.51,Women's Group D Other Traditional Weapon
SVK,Katarina KYSELOVA,,Women's Group D Other Traditional Weapon
KGZ,Aisalkyn TASHMATOVA,,Women's Group D Other Traditional Weapon
RUS,Daria GERASIMOVA,,Women's Group D Other Traditional Weapon
UKR,Ganna TERESHCHENKO,9.16,Women's Group D Other Types of Traditional Styles
TUR,Elif AKYUZ,9.13,Women's Group D Other Types of Traditional Styles
RUS,Iuliia TIMIRKINA,9.11,Women's Group D Other Types of Traditional Styles
RUS,Valentina TABUN,9.1,Women's Group D Other Types of Traditional Styles
RUS,Alina PODOLSKAYA,9.09,Women's Group D Other Types of Traditional Styles
HKG,Pui Yue AU-YEUNG,9.06,Women's Group D Other Types of Traditional Styles
RUS,Olga MEN’SHIKOVA,9.05,Women's Group D Other Types of Traditional Styles
RUS,Nadezhda GUSEVA,9.05,Women's Group D Other Types of Traditional Styles
POL,Beata ENGEL,9.03,Women's Group D Other Types of Traditional Styles
UKR,Nataliia VARLAMOVA,9.02,Women's Group D Other Types of Traditional Styles
USA,Charisse HUNG,9.01,Women's Group D Other Types of Traditional Styles
USA,Amy WONG,8.98,Women's Group D Other Types of Traditional Styles
UKR,Veronika MOROZONKOVA,8.95,Women's Group D Other Types of Traditional Styles
PER,Jimena Andrea URRUTIA RIDRIGUEZ,8.9,Women's Group D Other Types of Traditional Styles
BRA,Giovanna MOURA SENA PARRON,8.9,Women's Group D Other Types of Traditional Styles
ESP,Irene CASTRO APARICIO,8.89,Women's Group D Other Types of Traditional Styles
SGP,Ken Rui Xin KEN,8.86,Women's Group D Other Types of Traditional Styles
BRA,Maria DE LA MARIA,8.86,Women's Group D Other Types of Traditional Styles
MKD,Irina ANDREEVSKA,8.85,Women's Group D Other Types of Traditional Styles
USA,Adeline SUN,8.84,Women's Group D Other Types of Traditional Styles
USA,Betty GUAN,8.81,Women's Group D Other Types of Traditional Styles
CHI,Elizette Del Carmen TOLEDO TOLEDO,8.81,Women's Group D Other Types of Traditional Styles
USA,Yeeling TAI,8.8,Women's Group D Other Types of Traditional Styles
SRI,Gihani Wathsala PEDURU HEWAGE,8.76,Women's Group D Other Types of Traditional Styles
TJK,Manzura KARIMOVA,,Women's Group D Other Types of Traditional Styles
RUS,Olga ZORKALTSEVA,,Women's Group D Other Types of Traditional Styles
KGZ,Aisalkyn TASHMATOVA,,Women's Group D Other Types of Traditional Styles
KGZ,Aisulu ASANKULOVA,,Women's Group D Other Types of Traditional Styles
HUN,Dorottya KISS,9.06,Women's Group D Shaolin Quan
ITA,Alessia TARTUFOLI,9.02,Women's Group D Shaolin Quan
KAZ,Dayana KUSPANOVA,9,Women's Group D Shaolin Quan
TPE,Yu Han CHEN,8.97,Women's Group D Shaolin Quan
ITA,Sarah CANIGIULA,8.8,Women's Group D Shaolin Quan
CZE,Anna BLAHOVA,8.79,Women's Group D Shaolin Quan
HUN,Renata SLOMINSKI,8.78,Women's Group D Shaolin Quan
BRA,Ana Elisa MATANA BARRADEL,8.78,Women's Group D Shaolin Quan
CUB,Dayana MESA ARTILES,8.76,Women's Group D Shaolin Quan
USA,Margaret KANDIES,8.68,Women's Group D Shaolin Quan
AUS,Bethany ENDACOTT,8.67,Women's Group D Shaolin Quan
TJK,Niginakhon JALOLOVA,,Women's Group D Shaolin Quan
CAN,Erika Cheung Wan LARM,9.17,Women's Group D Traditional Chen Style Taijiquan
GEO,Nino CHIKHLADZE,9.09,Women's Group D Traditional Chen Style Taijiquan
CUB,Meyling WONG CHIU,9.07,Women's Group D Traditional Chen Style Taijiquan
CZE,Sandra POTYSOVA,9.05,Women's Group D Traditional Chen Style Taijiquan
CZE,Martina SLABA,9.01,Women's Group D Traditional Chen Style Taijiquan
BUL,Desislava Sasheva HOLODNA,8.96,Women's Group D Traditional Chen Style Taijiquan
CZE,Jana HAUSKOVA,8.95,Women's Group D Traditional Chen Style Taijiquan
AUS,Krista BRENNAN,8.9,Women's Group D Traditional Chen Style Taijiquan
ITA,Letizia DA LOZZO,8.88,Women's Group D Traditional Chen Style Taijiquan
ITA,Enrica FOSSA,8.87,Women's Group D Traditional Chen Style Taijiquan
RUS,Liliya SERKINA,8.79,Women's Group D Traditional Chen Style Taijiquan
COL,Christina GARCES VALENCIA,8.79,Women's Group D Traditional Chen Style Taijiquan
BUL,Ivanka Ilieva MULESHKOVA,8.7,Women's Group D Traditional Chen Style Taijiquan
POL,Anna Maria KUBIAK,9.01,Women's Group D Yang Style Taiji Weapon
HKG,Wing Yan Josephine WONG,8.98,Women's Group D Yang Style Taiji Weapon
RUS,Anastasiia MITROFANOVA,8.97,Women's Group D Yang Style Taiji Weapon
CAN,Megan Michel TSANG,8.94,Women's Group D Yang Style Taiji Weapon
ROU,Andrea APOSTOLACHE KISS,8.92,Women's Group D Yang Style Taiji Weapon
RUS,Anastasia KADENOVA,8.91,Women's Group D Yang Style Taiji Weapon
POL,Karolina Klaudia KULAGOWSKA,8.9,Women's Group D Yang Style Taiji Weapon
POL,Ewa Julia SOLARZ,8.86,Women's Group D Yang Style Taiji Weapon
ESP,Alba NINO GONZALEZ,8.79,Women's Group D Yang Style Taiji Weapon
SRI,Tharushi Chamodya KOROTTA GAMAGE,8.62,Women's Group D Yang Style Taiji Weapon
HKG,Wing Yan Josephine WONG,9.11,Women's Group D Yang Style Taijiquan
RUS,Anastasiia MITROFANOVA,9.06,Women's Group D Yang Style Taijiquan
ROU,Andrea APOSTOLACHE KISS,9,Women's Group D Yang Style Taijiquan
CAN,Megan Michel TSANG,8.96,Women's Group D Yang Style Taijiquan
POL,Karolina Klaudia KULAGOWSKA,8.88,Women's Group D Yang Style Taijiquan
POL,Anna Maria KUBIAK,8.88,Women's Group D Yang Style Taijiquan
ROU,Sonia GRINDEANU,8.86,Women's Group D Yang Style Taijiquan
ESP,Alba NINO GONZALEZ,8.8,Women's Group D Yang Style Taijiquan
SRI,Tharushi Chamodya KOROTTA GAMAGE,8.72,Women's Group D Yang Style Taijiquan
COL,Monica CRUZ SANCHEZ,,Women's Group D Yang Style Taijiquan
MAC,Kam Mui UN,9.03,Women's Group E 42 Posture Taiji Jian
HKG,Kit Yee NG,8.98,Women's Group E 42 Posture Taiji Jian
HKG,Makiko FUJITA,8.93,Women's Group E 42 Posture Taiji Jian
MAC,Lao Leng CHEONG,8.92,Women's Group E 42 Posture Taiji Jian
HKG,Chung Hei LEUNG,8.84,Women's Group E 42 Posture Taiji Jian
FRA,Virginie GATELLIER,8.8,Women's Group E 42 Posture Taiji Jian
HKG,Hsueh Chih CHENG,8.76,Women's Group E 42 Posture Taiji Jian
HKG,Yuen Nga Barbara LEUNG,8.7,Women's Group E 42 Posture Taiji Jian
HKG,Pui Chi LEUNG,8.61,Women's Group E 42 Posture Taiji Jian
HKG,Man Sau LEE,8.59,Women's Group E 42 Posture Taiji Jian
HKG,Pik Yan TSE,8.58,Women's Group E 42 Posture Taiji Jian
HKG,Hwa Soo YOO,8.58,Women's Group E 42 Posture Taiji Jian
HKG,Yuk Chun LI,8.48,Women's Group E 42 Posture Taiji Jian
HKG,Yat Wah Carol CHEUNG,8.47,Women's Group E 42 Posture Taiji Jian
HKG,Suk Yee TONG,8.45,Women's Group E 42 Posture Taiji Jian
HKG,Wai King Sikky SUEN,8.43,Women's Group E 42 Posture Taiji Jian
HKG,Suk Fun Candy LEUNG,8.41,Women's Group E 42 Posture Taiji Jian
KGZ,Nurgul ALISHEROVA,,Women's Group E 42 Posture Taiji Jian
HKG,Qing GU,9.08,Women's Group E Chen Style Taijiquan
SGP,Hazel Ng Hwee Chu NG,9,Women's Group E Chen Style Taijiquan
CAN,Jenny Yat Kwan YEE,8.88,Women's Group E Chen Style Taijiquan
JPN,Chihiro KOKUDO,8.86,Women's Group E Chen Style Taijiquan
USA,Pei-kai WANG,8.82,Women's Group E Chen Style Taijiquan
NED,Laura BONTHUIS,8.8,Women's Group E Chen Style Taijiquan
USA,Xinyan CHEN,8.79,Women's Group E Chen Style Taijiquan
ESP,Maria Carmen PEREZ ROVIRA,8.74,Women's Group E Chen Style Taijiquan
SGP,Hazel Ng Hwee Chu NG,8.94,Women's Group E Other Taiji Jian
HKG,Qing GU,8.93,Women's Group E Other Taiji Jian
USA,Maria Liubtcheva TZANKOVA,8.9,Women's Group E Other Taiji Jian
USA,Pei-kai WANG,8.73,Women's Group E Other Taiji Jian
ESP,Maria Carmen PEREZ ROVIRA,8.62,Women's Group E Other Taiji Jian
JPN,Mikiko UEDA,8.58,Women's Group E Other Taiji Jian
CAN,Jenny Yat Kwan YEE,,Women's Group E Other Taiji Jian
FRA,Sabine ROMERO,8.8,Women's Group E Other Taiji Weapon
HKG,Cheuk Kwan LUI,8.79,Women's Group E Other Taiji Weapon
AUS,So Shan MAK,8.74,Women's Group E Other Taiji Weapon
AUS,Angela Jia Li MAK,8.73,Women's Group E Other Taiji Weapon
JPN,Chihiro KOKUDO,8.61,Women's Group E Other Taiji Weapon
USA,Sin Yi Cindy JONES,8.6,Women's Group E Other Taiji Weapon
BRA,Violeta SUN,8.41,Women's Group E Other Taiji Weapon
MAC,Lao Leng CHEONG,9.03,Women's Group E Other Taijiquan
FRA,Virginie GATELLIER,9,Women's Group E Other Taijiquan
HKG,Lock Man Vian CHEUNG,8.95,Women's Group E Other Taijiquan
MAC,Kam Mui UN,8.93,Women's Group E Other Taijiquan
USA,Maria Liubtcheva TZANKOVA,8.91,Women's Group E Other Taijiquan
HKG,Mei Kuen NG,8.9,Women's Group E Other Taijiquan
CAN,Ivy Chin-ying HO,8.83,Women's Group E Other Taijiquan
JPN,Mikiko UEDA,8.78,Women's Group E Other Taijiquan
USA,Sin Yi Cindy JONES,8.76,Women's Group E Other Taijiquan
USA,Claire CHEVALIER,8.76,Women's Group E Other Taijiquan
USA,Michelle Luna SEMET,8.75,Women's Group E Other Taijiquan
USA,Mei ZHU,8.69,Women's Group E Other Taijiquan
BRA,Violeta SUN,8.68,Women's Group E Other Taijiquan
KGZ,Nurgul ALISHEROVA,,Women's Group E Other Taijiquan
BRA,Stella Maris RIBEIRO,8.85,Women's Group E Other Traditional Single Weapon
HKG,Lock Man Vian CHEUNG,8.82,Women's Group E Other Traditional Single Weapon
BRA,Simone Mara GIRALDI,8.78,Women's Group E Other Traditional Single Weapon
BRA,Fatima DA SILVA DINIZ DOS ANJOS,8.77,Women's Group E Other Traditional Single Weapon
USA,Rhonda HARJO,8.75,Women's Group E Other Traditional Single Weapon
USA,Kimberly BOWEN,8.73,Women's Group E Other Traditional Single Weapon
FRA,Consiglia CIABURRI,8.71,Women's Group E Other Traditional Single Weapon
BRA,Selma Kazue SAKATE,,Women's Group E Other Traditional Single Weapon
KGZ,Tatiana PAK,,Women's Group E Other Traditional Single Weapon
KGZ,Elena PAVLENKO,,Women's Group E Other Traditional Single Weapon
KGZ,Liubov SERIAKOVA,,Women's Group E Other Traditional Single Weapon
CHN,Feng Lian CHU,,Women's Group E Other Traditional Single Weapon
CHN,Feng Lian CHU,9.3,Women's Group E Other Types of Traditional Styles
SGP,Michaela Lim Mai Ee LIM,8.94,Women's Group E Other Types of Traditional Styles
FRA,Sabine ROMERO,8.9,Women's Group E Other Types of Traditional Styles
BRA,Stella Maris RIBEIRO,8.79,Women's Group E Other Types of Traditional Styles
USA,Kimberly BOWEN,8.79,Women's Group E Other Types of Traditional Styles
BRA,Simone Mara GIRALDI,8.78,Women's Group E Other Types of Traditional Styles
FRA,Frederique ABDELMALEK,8.77,Women's Group E Other Types of Traditional Styles
BRA,Fatima DA SILVA DINIZ DOS ANJOS,8.75,Women's Group E Other Types of Traditional Styles
AUS,Rosemary HERMANS,8.74,Women's Group E Other Types of Traditional Styles
USA,Rhonda HARJO,8.7,Women's Group E Other Types of Traditional Styles
FRA,Consiglia CIABURRI,8.65,Women's Group E Other Types of Traditional Styles
KGZ,Elena PAVLENKO,,Women's Group E Other Types of Traditional Styles
BRA,Selma Kazue SAKATE,,Women's Group E Other Types of Traditional Styles
SGP,Michaela Lim Mai Ee LIM,8.83,Women's Group E Other Weapon
USA,Michelle Luna SEMET,8.81,Women's Group E Other Weapon
ROU,Roxana Ileana VLADUT,8.79,Women's Group E Other Weapon
NED,Laura BONTHUIS,8.77,Women's Group E Other Weapon
AUS,Rosemary HERMANS,8.76,Women's Group E Other Weapon
USA,Xinyan CHEN,8.73,Women's Group E Other Weapon
FRA,Frederique ABDELMALEK,8.71,Women's Group E Other Weapon
USA,Mei ZHU,8.45,Women's Group E Other Weapon
HKG,Choa Ee Tricia SENG,9.19,Women's Group E Traditional Yang Style Taijiquan
HKG,Kit Yee NG,9.14,Women's Group E Traditional Yang Style Taijiquan
HKG,So Ling Christina LI,9.12,Women's Group E Traditional Yang Style Taijiquan
HKG,Lai Har NG,9.1,Women's Group E Traditional Yang Style Taijiquan
HKG,Makiko FUJITA,9.08,Women's Group E Traditional Yang Style Taijiquan
HKG,Yee Man POON,9.08,Women's Group E Traditional Yang Style Taijiquan
HKG,Yuen Kwan CHAN,9.02,Women's Group E Traditional Yang Style Taijiquan
HKG,Yee Mei Natalies CHOW,8.98,Women's Group E Traditional Yang Style Taijiquan
HKG,Sum Wing LAU,8.96,Women's Group E Traditional Yang Style Taijiquan
AUS,Sam Mui LEUNG,8.96,Women's Group E Traditional Yang Style Taijiquan
HKG,Chung Hei LEUNG,8.95,Women's Group E Traditional Yang Style Taijiquan
HKG,Chun Fung LEUNG,8.94,Women's Group E Traditional Yang Style Taijiquan
HKG,Yuen Nga Barbara LEUNG,8.89,Women's Group E Traditional Yang Style Taijiquan
HKG,Choi Yuk SO,8.87,Women's Group E Traditional Yang Style Taijiquan
HKG,Kit Ming Tammy LAU,8.87,Women's Group E Traditional Yang Style Taijiquan
CAN,Wai Ki CHAN,8.86,Women's Group E Traditional Yang Style Taijiquan
HKG,Hwa Soo YOO,8.86,Women's Group E Traditional Yang Style Taijiquan
HKG,Hiu Kwan YAN,8.86,Women's Group E Traditional Yang Style Taijiquan
HKG,Wing Kam NG,8.85,Women's Group E Traditional Yang Style Taijiquan
HKG,Yuk Mui PANG,8.85,Women's Group E Traditional Yang Style Taijiquan
AUS,Angela Jia Li MAK,8.85,Women's Group E Traditional Yang Style Taijiquan
HKG,Suk Kiu NG,8.84,Women's Group E Traditional Yang Style Taijiquan
HKG,Ellen CHIH,8.84,Women's Group E Traditional Yang Style Taijiquan
HKG,Lai Ling Maggie NG,8.83,Women's Group E Traditional Yang Style Taijiquan
HKG,Pui Chi LEUNG,8.81,Women's Group E Traditional Yang Style Taijiquan
CAN,Siaw Kin Agnes LEE,8.81,Women's Group E Traditional Yang Style Taijiquan
HKG,Fung Mei Patricia YU,8.8,Women's Group E Traditional Yang Style Taijiquan
HKG,Shiow Lan Liza NG,8.8,Women's Group E Traditional Yang Style Taijiquan
HKG,Yuk Chun LI,8.78,Women's Group E Traditional Yang Style Taijiquan
HKG,Hsueh Chih CHENG,8.77,Women's Group E Traditional Yang Style Taijiquan
HKG,Pik Yan TSE,8.76,Women's Group E Traditional Yang Style Taijiquan
ROU,Roxana Ileana VLADUT,8.76,Women's Group E Traditional Yang Style Taijiquan
HKG,Suk Yee TONG,8.73,Women's Group E Traditional Yang Style Taijiquan
HKG,Cheuk Kwan LUI,8.72,Women's Group E Traditional Yang Style Taijiquan
HKG,Kwai Fong Christina WAI,8.71,Women's Group E Traditional Yang Style Taijiquan
HKG,Wai King Sikky SUEN,8.69,Women's Group E Traditional Yang Style Taijiquan
AUS,So Shan MAK,8.68,Women's Group E Traditional Yang Style Taijiquan
HKG,Suk Fun Candy LEUNG,8.68,Women's Group E Traditional Yang Style Taijiquan
HKG,Yat Wah Carol CHEUNG,8.65,Women's Group E Traditional Yang Style Taijiquan
HKG,Man Sau LEE,8.62,Women's Group E Traditional Yang Style Taijiquan
KGZ,Tatiana PAK,,Women's Group E Traditional Yang Style Taijiquan
KGZ,Liubov SERIAKOVA,,Women's Group E Traditional Yang Style Taijiquan
KGZ,Natalia NESHCHERET,,Women's Group E Traditional Yang Style Taijiquan
HKG,Choa Ee Tricia SENG,9.02,Women's Group E Yang Style Taiji Jian
HKG,Yee Mei Natalies CHOW,8.89,Women's Group E Yang Style Taiji Jian
HKG,Lai Har NG,8.87,Women's Group E Yang Style Taiji Jian
HKG,Yuk Mui PANG,8.84,Women's Group E Yang Style Taiji Jian
HKG,Mei Kuen NG,8.84,Women's Group E Yang Style Taiji Jian
HKG,So Ling Christina LI,8.82,Women's Group E Yang Style Taiji Jian
HKG,Yee Man POON,8.81,Women's Group E Yang Style Taiji Jian
HKG,Yuen Kwan CHAN,8.8,Women's Group E Yang Style Taiji Jian
HKG,Kit Ming Tammy LAU,8.79,Women's Group E Yang Style Taiji Jian
CAN,Wai Ki CHAN,8.79,Women's Group E Yang Style Taiji Jian
CAN,Siaw Kin Agnes LEE,8.75,Women's Group E Yang Style Taiji Jian
HKG,Sum Wing LAU,8.75,Women's Group E Yang Style Taiji Jian
HKG,Fung Mei Patricia YU,8.75,Women's Group E Yang Style Taiji Jian
HKG,Hiu Kwan YAN,8.74,Women's Group E Yang Style Taiji Jian
CAN,Ivy Chin-ying HO,8.73,Women's Group E Yang Style Taiji Jian
HKG,Wing Kam NG,8.73,Women's Group E Yang Style Taiji Jian
AUS,Sam Mui LEUNG,8.72,Women's Group E Yang Style Taiji Jian
HKG,Suk Kiu NG,8.7,Women's Group E Yang Style Taiji Jian
HKG,Shiow Lan Liza NG,8.68,Women's Group E Yang Style Taiji Jian
HKG,Choi Yuk SO,8.67,Women's Group E Yang Style Taiji Jian
HKG,Lai Ling Maggie NG,8.64,Women's Group E Yang Style Taiji Jian
HKG,Ellen CHIH,8.63,Women's Group E Yang Style Taiji Jian
USA,Claire CHEVALIER,8.6,Women's Group E Yang Style Taiji Jian
KGZ,Natalia NESHCHERET,,Women's Group E Yang Style Taiji Jian
HKG,Kam Oi YUEN,9.05,Women's Group F 42 Posture Taiji Jian
CAN,Wendy Suen Chung FUNG,8.81,Women's Group F 42 Posture Taiji Jian
HKG,Chuen Fa CHOW,8.76,Women's Group F 42 Posture Taiji Jian
HKG,Shui Fun Vera YUEN,8.62,Women's Group F 42 Posture Taiji Jian
JPN,Reiko EMI,8.62,Women's Group F 42 Posture Taiji Jian
HKG,Yee Wan KONG,8.61,Women's Group F 42 Posture Taiji Jian
HKG,Yin Ling MANG,8.6,Women's Group F 42 Posture Taiji Jian
HKG,Anne Pui Yin SHEH,8.5,Women's Group F 42 Posture Taiji Jian
USA,Qijing YUE,9.03,Women's Group F Other Traditional Weapon
USA,Vicki ARMES,9,Women's Group F Other Traditional Weapon
HKG,Fung Ping LI,8.88,Women's Group F Other Traditional Weapon
MAC,Sao Chan CHONG,8.81,Women's Group F Other Traditional Weapon
FRA,Stephanie TROLEZ,8.81,Women's Group F Other Traditional Weapon
MAC,Kit Leng KONG WONG,8.81,Women's Group F Other Traditional Weapon
JPN,Junko IRISAWA,8.77,Women's Group F Other Traditional Weapon
RUS,Antonina IVANOVA,8.76,Women's Group F Other Traditional Weapon
GER,Bettina Margret HENCKE,8.71,Women's Group F Other Traditional Weapon
RUS,Valentina ACHIKASOVA,8.7,Women's Group F Other Traditional Weapon
BRU,Pik Choo PAW,8.65,Women's Group F Other Traditional Weapon
BRU,Shiu Hoon LIM,8.46,Women's Group F Other Traditional Weapon
HKG,Kam Oi YUEN,9.03,Women's Group F Other Types of Traditional Styles
USA,Qijing YUE,8.93,Women's Group F Other Types of Traditional Styles
HKG,Chuen Fa CHOW,8.92,Women's Group F Other Types of Traditional Styles
JPN,Junko IRISAWA,8.85,Women's Group F Other Types of Traditional Styles
CAN,Grace Wai LAM,8.83,Women's Group F Other Types of Traditional Styles
CAN,Wendy Suen Chung FUNG,8.82,Women's Group F Other Types of Traditional Styles
BRU,Pik Choo PAW,8.82,Women's Group F Other Types of Traditional Styles
RUS,Antonina IVANOVA,8.81,Women's Group F Other Types of Traditional Styles
JPN,Reiko EMI,8.81,Women's Group F Other Types of Traditional Styles
USA,Jin WANG,8.79,Women's Group F Other Types of Traditional Styles
MAC,Kit Leng KONG WONG,8.78,Women's Group F Other Types of Traditional Styles
RUS,Valentina ACHIKASOVA,8.76,Women's Group F Other Types of Traditional Styles
BRU,Shiu Hoon LIM,8.69,Women's Group F Other Types of Traditional Styles
CAN,Yau-ho Esther NG,8.64,Women's Group F Other Types of Traditional Styles
CAN,Amanda Isabel KOBEK,8.63,Women's Group F Other Types of Traditional Styles
GRE,Sofia AMPATZI,8.36,Women's Group F Other Types of Traditional Styles
HKG,Fung Ping LI,9.09,Women's Group F Traditional Yang Style Taijiquan
USA,Vicki ARMES,9.05,Women's Group F Traditional Yang Style Taijiquan
MAC,Sao Chan CHONG,9.01,Women's Group F Traditional Yang Style Taijiquan
CAN,Brenda Bing Wan LEE,8.9,Women's Group F Traditional Yang Style Taijiquan
HKG,Yat Wai LAM,8.85,Women's Group F Traditional Yang Style Taijiquan
HKG,Shui Fun Vera YUEN,8.85,Women's Group F Traditional Yang Style Taijiquan
HKG,Yin Ling MANG,8.84,Women's Group F Traditional Yang Style Taijiquan
GER,Bettina Margret HENCKE,8.83,Women's Group F Traditional Yang Style Taijiquan
HKG,Yee Wan KONG,8.82,Women's Group F Traditional Yang Style Taijiquan
FRA,Stephanie TROLEZ,8.8,Women's Group F Traditional Yang Style Taijiquan
HKG,Siu Hing FOK,8.79,Women's Group F Traditional Yang Style Taijiquan
HKG,Anne Pui Yin SHEH,8.75,Women's Group F Traditional Yang Style Taijiquan
HKG,Suk Kuen WONG,8.74,Women's Group F Traditional Yang Style Taijiquan
CAN,Grace Wai LAM,8.79,Women's Group F Yang Style Taiji Jian
CAN,Brenda Bing Wan LEE,8.66,Women's Group F Yang Style Taiji Jian
HKG,Yat Wai LAM,8.66,Women's Group F Yang Style Taiji Jian
HKG,Siu Hing FOK,8.65,Women's Group F Yang Style Taiji Jian
CAN,Amanda Isabel KOBEK,8.55,Women's Group F Yang Style Taiji Jian
HKG,Suk Kuen WONG,8.48,Women's Group F Yang Style Taiji Jian
